port,port_name,state,value,year
Raymond,Raymond,Montana,124008,2004
Del Bonita,Del Bonita,Montana,60156,2004
Turner,Turner,Montana,15280,2004
Sweetgrass,Sweetgrass,Montana,1180804,2004
Piegan,Piegan,Montana,421086,2004
Whitlash,Whitlash,Montana,2605,2004
Morgan,Morgan,Montana,17367,2004
Willow Creek,Willow Creek,Montana,0,2004
Roosville,Roosville,Montana,330039,2004
Whitetail,Whitetail,Montana,5243,2004
Lancaster,Lancaster,Minnesota,195679,2004
Roseau,Roseau,Minnesota,138163,2004
Baudette,Baudette,Minnesota,674621,2004
Grand Portage,Grand Portage,Minnesota,949902,2004
Pinecreek,Pinecreek,Minnesota,18997,2004
Warroad,Warroad,Minnesota,502986,2004
International Falls-Ranier,International Falls-Ranier,Minnesota,1990369,2004
Noyes,Noyes,Minnesota,123253,2004
Derby Line,Derby Line,Vermont,2188026,2004
Beecher Falls,Beecher Falls,Vermont,249151,2004
Norton,Norton,Vermont,347306,2004
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1770384,2004
Richford,Richford,Vermont,346436,2004
Lynden,Lynden,Washington,1730856,2004
Oroville,Oroville,Washington,851107,2004
Ferry,Ferry,Washington,37547,2004
Metaline Falls,Metaline Falls,Washington,101225,2004
Blaine,Blaine,Washington,8725637,2004
Frontier,Frontier,Washington,159766,2004
Laurier,Laurier,Washington,154650,2004
Boundary,Boundary,Washington,148016,2004
Sumas,Sumas,Washington,2408718,2004
Port Angeles,Port Angeles,Washington,208958,2004
Danville,Danville,Washington,143380,2004
Nighthawk,Nighthawk,Washington,14154,2004
Point Roberts,Point Roberts,Washington,2369730,2004
Anacortes,Anacortes,Washington,122519,2004
Friday Harbor,Friday Harbor,Washington,12577,2004
Eastport,Eastport,Idaho,430358,2004
Porthill,Porthill,Idaho,278257,2004
Sault Sainte Marie,Sault Sainte Marie,Michigan,2909346,2004
Port Huron,Port Huron,Michigan,8414406,2004
Detroit,Detroit,Michigan,21269254,2004
Algonac,Algonac,Michigan,0,2004
Santa Teresa,Santa Teresa,New Mexico,834947,2004
Columbus,Columbus,New Mexico,1691005,2004
Skagway,Skagway,Alaska,323980,2004
Ketchikan,Ketchikan,Alaska,21745,2004
Alcan,Alcan,Alaska,194845,2004
Dalton Cache,Dalton Cache,Alaska,63918,2004
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2004
Calexico East,Calexico East,California,9853086,2003
Otay Mesa,Otay Mesa,California,19188490,2003
San Ysidro,San Ysidro,California,66246903,2003
Tecate,Tecate,California,4636722,2003
Calexico,Calexico,California,21651265,2003
Andrade,Andrade,California,3936144,2003
Cross Border Xpress,Cross Border Xpress,California,0,2003
Van Buren,Van Buren,Maine,898987,2003
Madawaska,Madawaska,Maine,1826497,2003
Vanceboro,Vanceboro,Maine,206027,2003
Calais,Calais,Maine,3645725,2003
Houlton,Houlton,Maine,1155656,2003
Fort Fairfield,Fort Fairfield,Maine,574346,2003
Bridgewater,Bridgewater,Maine,216679,2003
Fort Kent,Fort Kent,Maine,817222,2003
Jackman,Jackman,Maine,776408,2003
Limestone,Limestone,Maine,192285,2003
Eastport,Eastport,Maine,0,2003
Portland,Portland,Maine,82850,2003
Bar Harbor,Bar Harbor,Maine,0,2003
Nogales,Nogales,Arizona,19761788,2003
Naco,Naco,Arizona,2056853,2003
Sasabe,Sasabe,Arizona,159419,2003
Douglas,Douglas,Arizona,7976307,2003
Lukeville,Lukeville,Arizona,1704841,2003
San Luis,San Luis,Arizona,12728523,2003
Trout River,Trout River,New York,626125,2003
Champlain-Rouses Point,Champlain-Rouses Point,New York,5633957,2003
Massena,Massena,New York,3465319,2003
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,24167817,2003
Alexandria Bay,Alexandria Bay,New York,2757039,2003
Ogdensburg,Ogdensburg,New York,891575,2003
Cape Vincent,Cape Vincent,New York,0,2003
Pembina,Pembina,North Dakota,1316484,2003
Portal,Portal,North Dakota,635644,2003
Neche,Neche,North Dakota,176281,2003
Sarles,Sarles,North Dakota,31642,2003
Hansboro,Hansboro,North Dakota,35370,2003
Walhalla,Walhalla,North Dakota,114717,2003
Antler,Antler,North Dakota,35262,2003
Noonan,Noonan,North Dakota,89996,2003
Westhope,Westhope,North Dakota,40704,2003
Fortuna,Fortuna,North Dakota,39713,2003
Northgate,Northgate,North Dakota,51161,2003
Sherwood,Sherwood,North Dakota,33456,2003
Ambrose,Ambrose,North Dakota,6544,2003
Dunseith,Dunseith,North Dakota,274851,2003
Carbury,Carbury,North Dakota,38976,2003
Maida,Maida,North Dakota,55492,2003
St. John,St. John,North Dakota,90994,2003
Hannah,Hannah,North Dakota,18319,2003
Progreso,Progreso,Texas,5287485,2003
Roma,Roma,Texas,4610115,2003
Boquillas,Boquillas,Texas,0,2003
Rio Grande City,Rio Grande City,Texas,3369879,2003
Del Rio,Del Rio,Texas,6618609,2003
Eagle Pass,Eagle Pass,Texas,12844241,2003
Tornillo-Fabens,Tornillo-Fabens,Texas,2067689,2003
El Paso,El Paso,Texas,50716568,2003
Hidalgo,Hidalgo,Texas,26395009,2003
Brownsville,Brownsville,Texas,26440950,2003
Presidio,Presidio,Texas,2425824,2003
Laredo,Laredo,Texas,30363886,2003
Opheim,Opheim,Montana,12408,2003
Wildhorse,Wildhorse,Montana,0,2003
Scobey,Scobey,Montana,19127,2003
Raymond,Raymond,Montana,113025,2003
Del Bonita,Del Bonita,Montana,57406,2003
Turner,Turner,Montana,14680,2003
Sweetgrass,Sweetgrass,Montana,1093252,2003
Piegan,Piegan,Montana,457114,2003
Whitlash,Whitlash,Montana,3191,2003
Morgan,Morgan,Montana,16075,2003
Willow Creek,Willow Creek,Montana,0,2003
Roosville,Roosville,Montana,346734,2003
Whitetail,Whitetail,Montana,10137,2003
Lancaster,Lancaster,Minnesota,0,2003
Roseau,Roseau,Minnesota,142805,2003
Baudette,Baudette,Minnesota,668879,2003
Grand Portage,Grand Portage,Minnesota,806044,2003
Pinecreek,Pinecreek,Minnesota,18380,2003
Warroad,Warroad,Minnesota,520162,2003
International Falls-Ranier,International Falls-Ranier,Minnesota,2074150,2003
Noyes,Noyes,Minnesota,137222,2003
Derby Line,Derby Line,Vermont,2198333,2003
Beecher Falls,Beecher Falls,Vermont,271199,2003
Norton,Norton,Vermont,314460,2003
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1832901,2003
Richford,Richford,Vermont,341677,2003
Lynden,Lynden,Washington,1797291,2003
Oroville,Oroville,Washington,816213,2003
Ferry,Ferry,Washington,38492,2003
Metaline Falls,Metaline Falls,Washington,97561,2003
Blaine,Blaine,Washington,7963362,2003
Frontier,Frontier,Washington,155329,2003
Laurier,Laurier,Washington,158061,2003
Boundary,Boundary,Washington,150963,2003
Sumas,Sumas,Washington,2462057,2003
Port Angeles,Port Angeles,Washington,0,2003
Danville,Danville,Washington,153683,2003
Nighthawk,Nighthawk,Washington,15779,2003
Point Roberts,Point Roberts,Washington,2197964,2003
Anacortes,Anacortes,Washington,0,2003
Friday Harbor,Friday Harbor,Washington,0,2003
Eastport,Eastport,Idaho,429397,2003
Porthill,Porthill,Idaho,295207,2003
Sault Sainte Marie,Sault Sainte Marie,Michigan,2984070,2003
Port Huron,Port Huron,Michigan,8233191,2003
Detroit,Detroit,Michigan,21720263,2003
Algonac,Algonac,Michigan,0,2003
Santa Teresa,Santa Teresa,New Mexico,980695,2003
Columbus,Columbus,New Mexico,1632948,2003
Skagway,Skagway,Alaska,315563,2003
Ketchikan,Ketchikan,Alaska,0,2003
Alcan,Alcan,Alaska,198845,2003
Dalton Cache,Dalton Cache,Alaska,65642,2003
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2003
Calexico East,Calexico East,California,10979703,2002
Otay Mesa,Otay Mesa,California,17007882,2002
San Ysidro,San Ysidro,California,61813805,2002
Tecate,Tecate,California,4131105,2002
Calexico,Calexico,California,24982559,2002
Andrade,Andrade,California,3978552,2002
Cross Border Xpress,Cross Border Xpress,California,0,2002
Van Buren,Van Buren,Maine,858892,2002
Madawaska,Madawaska,Maine,1960667,2002
Vanceboro,Vanceboro,Maine,193486,2002
Calais,Calais,Maine,3199822,2002
Houlton,Houlton,Maine,1331404,2002
Fort Fairfield,Fort Fairfield,Maine,555050,2002
Bridgewater,Bridgewater,Maine,256039,2002
Fort Kent,Fort Kent,Maine,806698,2002
Jackman,Jackman,Maine,843123,2002
Limestone,Limestone,Maine,202312,2002
Eastport,Eastport,Maine,0,2002
Portland,Portland,Maine,93111,2002
Bar Harbor,Bar Harbor,Maine,0,2002
Nogales,Nogales,Arizona,19456736,2002
Naco,Naco,Arizona,1346059,2002
Sasabe,Sasabe,Arizona,157643,2002
Douglas,Douglas,Arizona,10864506,2002
Lukeville,Lukeville,Arizona,1823169,2002
San Luis,San Luis,Arizona,14231029,2002
Trout River,Trout River,New York,616962,2002
Champlain-Rouses Point,Champlain-Rouses Point,New York,5931938,2002
Massena,Massena,New York,3696926,2002
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,29643705,2002
Alexandria Bay,Alexandria Bay,New York,2968029,2002
Ogdensburg,Ogdensburg,New York,904167,2002
Cape Vincent,Cape Vincent,New York,0,2002
Pembina,Pembina,North Dakota,1350267,2002
Portal,Portal,North Dakota,644468,2002
Neche,Neche,North Dakota,178617,2002
Sarles,Sarles,North Dakota,31901,2002
Hansboro,Hansboro,North Dakota,33855,2002
Walhalla,Walhalla,North Dakota,122132,2002
Antler,Antler,North Dakota,40852,2002
Noonan,Noonan,North Dakota,94226,2002
Westhope,Westhope,North Dakota,59957,2002
Fortuna,Fortuna,North Dakota,42706,2002
Northgate,Northgate,North Dakota,49538,2002
Sherwood,Sherwood,North Dakota,36049,2002
Ambrose,Ambrose,North Dakota,7249,2002
Dunseith,Dunseith,North Dakota,275836,2002
Carbury,Carbury,North Dakota,39728,2002
Maida,Maida,North Dakota,61534,2002
St. John,St. John,North Dakota,94032,2002
Hannah,Hannah,North Dakota,23648,2002
Progreso,Progreso,Texas,5587276,2002
Roma,Roma,Texas,5251022,2002
Boquillas,Boquillas,Texas,0,2002
Rio Grande City,Rio Grande City,Texas,3514203,2002
Del Rio,Del Rio,Texas,7149948,2002
Eagle Pass,Eagle Pass,Texas,13936827,2002
Tornillo-Fabens,Tornillo-Fabens,Texas,2479281,2002
El Paso,El Paso,Texas,50613343,2002
Hidalgo,Hidalgo,Texas,29150683,2002
Brownsville,Brownsville,Texas,27596571,2002
Presidio,Presidio,Texas,2565546,2002
Laredo,Laredo,Texas,31460896,2002
Opheim,Opheim,Montana,17209,2002
Wildhorse,Wildhorse,Montana,0,2002
Scobey,Scobey,Montana,22109,2002
Raymond,Raymond,Montana,125476,2002
Del Bonita,Del Bonita,Montana,57304,2002
Turner,Turner,Montana,17095,2002
Sweetgrass,Sweetgrass,Montana,1078648,2002
Piegan,Piegan,Montana,479646,2002
Whitlash,Whitlash,Montana,4091,2002
Morgan,Morgan,Montana,18529,2002
Willow Creek,Willow Creek,Montana,0,2002
Roosville,Roosville,Montana,366920,2002
Whitetail,Whitetail,Montana,16485,2002
Lancaster,Lancaster,Minnesota,0,2002
Roseau,Roseau,Minnesota,127804,2002
Baudette,Baudette,Minnesota,665172,2002
Grand Portage,Grand Portage,Minnesota,757135,2002
Pinecreek,Pinecreek,Minnesota,27626,2002
Warroad,Warroad,Minnesota,527060,2002
International Falls-Ranier,International Falls-Ranier,Minnesota,1935921,2002
Noyes,Noyes,Minnesota,159734,2002
Derby Line,Derby Line,Vermont,2389218,2002
Beecher Falls,Beecher Falls,Vermont,294742,2002
Norton,Norton,Vermont,319510,2002
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1878841,2002
Richford,Richford,Vermont,388958,2002
Lynden,Lynden,Washington,1971866,2002
Oroville,Oroville,Washington,840642,2002
Ferry,Ferry,Washington,41956,2002
Metaline Falls,Metaline Falls,Washington,104356,2002
Blaine,Blaine,Washington,8503912,2002
Frontier,Frontier,Washington,169402,2002
Laurier,Laurier,Washington,158081,2002
Boundary,Boundary,Washington,121553,2002
Sumas,Sumas,Washington,2668596,2002
Port Angeles,Port Angeles,Washington,0,2002
Danville,Danville,Washington,170051,2002
Nighthawk,Nighthawk,Washington,18323,2002
Point Roberts,Point Roberts,Washington,2059647,2002
Anacortes,Anacortes,Washington,0,2002
Friday Harbor,Friday Harbor,Washington,0,2002
Eastport,Eastport,Idaho,467937,2002
Porthill,Porthill,Idaho,328586,2002
Sault Sainte Marie,Sault Sainte Marie,Michigan,3131847,2002
Port Huron,Port Huron,Michigan,8799131,2002
Detroit,Detroit,Michigan,23780597,2002
Algonac,Algonac,Michigan,0,2002
Santa Teresa,Santa Teresa,New Mexico,1221945,2002
Columbus,Columbus,New Mexico,1569834,2002
Skagway,Skagway,Alaska,293713,2002
Ketchikan,Ketchikan,Alaska,0,2002
Alcan,Alcan,Alaska,208419,2002
Dalton Cache,Dalton Cache,Alaska,69921,2002
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2002
Calexico East,Calexico East,California,11011102,2001
Otay Mesa,Otay Mesa,California,15309236,2001
San Ysidro,San Ysidro,California,60440790,2001
Tecate,Tecate,California,3803135,2001
Calexico,Calexico,California,28531376,2001
Andrade,Andrade,California,3801361,2001
Cross Border Xpress,Cross Border Xpress,California,0,2001
Van Buren,Van Buren,Maine,877210,2001
Madawaska,Madawaska,Maine,1975471,2001
Vanceboro,Vanceboro,Maine,242797,2001
Calais,Calais,Maine,4163194,2001
Houlton,Houlton,Maine,1226397,2001
Fort Fairfield,Fort Fairfield,Maine,583647,2001
Bridgewater,Bridgewater,Maine,224965,2001
Fort Kent,Fort Kent,Maine,861763,2001
Jackman,Jackman,Maine,983633,2001
Limestone,Limestone,Maine,179862,2001
Eastport,Eastport,Maine,0,2001
Portland,Portland,Maine,94387,2001
Bar Harbor,Bar Harbor,Maine,0,2001
Nogales,Nogales,Arizona,20036991,2001
Naco,Naco,Arizona,1264438,2001
Sasabe,Sasabe,Arizona,142026,2001
Douglas,Douglas,Arizona,8127248,2001
Lukeville,Lukeville,Arizona,1874316,2001
San Luis,San Luis,Arizona,12291660,2001
Trout River,Trout River,New York,626175,2001
Champlain-Rouses Point,Champlain-Rouses Point,New York,5085707,2001
Massena,Massena,New York,3581723,2001
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,28508342,2001
Alexandria Bay,Alexandria Bay,New York,2991449,2001
Ogdensburg,Ogdensburg,New York,851022,2001
Cape Vincent,Cape Vincent,New York,0,2001
Pembina,Pembina,North Dakota,1322954,2001
Portal,Portal,North Dakota,610168,2001
Neche,Neche,North Dakota,157129,2001
Sarles,Sarles,North Dakota,27695,2001
Hansboro,Hansboro,North Dakota,40269,2001
Walhalla,Walhalla,North Dakota,102350,2001
Antler,Antler,North Dakota,40974,2001
Noonan,Noonan,North Dakota,87228,2001
Westhope,Westhope,North Dakota,53033,2001
Fortuna,Fortuna,North Dakota,41854,2001
Northgate,Northgate,North Dakota,68313,2001
Sherwood,Sherwood,North Dakota,38839,2001
Ambrose,Ambrose,North Dakota,11048,2001
Dunseith,Dunseith,North Dakota,280613,2001
Carbury,Carbury,North Dakota,43937,2001
Maida,Maida,North Dakota,57936,2001
St. John,St. John,North Dakota,104379,2001
Hannah,Hannah,North Dakota,25816,2001
Progreso,Progreso,Texas,5491395,2001
Roma,Roma,Texas,5405899,2001
Boquillas,Boquillas,Texas,0,2001
Rio Grande City,Rio Grande City,Texas,2971329,2001
Del Rio,Del Rio,Texas,6774467,2001
Eagle Pass,Eagle Pass,Texas,13095184,2001
Tornillo-Fabens,Tornillo-Fabens,Texas,2658809,2001
El Paso,El Paso,Texas,64118768,2001
Hidalgo,Hidalgo,Texas,29014328,2001
Brownsville,Brownsville,Texas,28373944,2001
Presidio,Presidio,Texas,2625247,2001
Laredo,Laredo,Texas,33643291,2001
Opheim,Opheim,Montana,21003,2001
Wildhorse,Wildhorse,Montana,0,2001
Scobey,Scobey,Montana,23254,2001
Raymond,Raymond,Montana,146703,2001
Del Bonita,Del Bonita,Montana,54256,2001
Turner,Turner,Montana,18690,2001
Sweetgrass,Sweetgrass,Montana,1059901,2001
Piegan,Piegan,Montana,517624,2001
Whitlash,Whitlash,Montana,3930,2001
Morgan,Morgan,Montana,24084,2001
Willow Creek,Willow Creek,Montana,0,2001
Roosville,Roosville,Montana,369754,2001
Whitetail,Whitetail,Montana,16144,2001
Lancaster,Lancaster,Minnesota,0,2001
Roseau,Roseau,Minnesota,151808,2001
Baudette,Baudette,Minnesota,667335,2001
Grand Portage,Grand Portage,Minnesota,726688,2001
Pinecreek,Pinecreek,Minnesota,25940,2001
Warroad,Warroad,Minnesota,560834,2001
International Falls-Ranier,International Falls-Ranier,Minnesota,2051972,2001
Noyes,Noyes,Minnesota,279580,2001
Derby Line,Derby Line,Vermont,2479775,2001
Beecher Falls,Beecher Falls,Vermont,282456,2001
Norton,Norton,Vermont,286697,2001
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1829060,2001
Richford,Richford,Vermont,414172,2001
Lynden,Lynden,Washington,1980500,2001
Oroville,Oroville,Washington,845302,2001
Ferry,Ferry,Washington,43651,2001
Metaline Falls,Metaline Falls,Washington,115316,2001
Blaine,Blaine,Washington,11298328,2001
Frontier,Frontier,Washington,168517,2001
Laurier,Laurier,Washington,185228,2001
Boundary,Boundary,Washington,132549,2001
Sumas,Sumas,Washington,3014472,2001
Port Angeles,Port Angeles,Washington,0,2001
Danville,Danville,Washington,201656,2001
Nighthawk,Nighthawk,Washington,19405,2001
Point Roberts,Point Roberts,Washington,2284180,2001
Anacortes,Anacortes,Washington,0,2001
Friday Harbor,Friday Harbor,Washington,0,2001
Eastport,Eastport,Idaho,482516,2001
Porthill,Porthill,Idaho,394778,2001
Sault Sainte Marie,Sault Sainte Marie,Michigan,3535860,2001
Port Huron,Port Huron,Michigan,9174818,2001
Detroit,Detroit,Michigan,27459975,2001
Algonac,Algonac,Michigan,0,2001
Santa Teresa,Santa Teresa,New Mexico,726233,2001
Columbus,Columbus,New Mexico,1458938,2001
Skagway,Skagway,Alaska,295172,2001
Ketchikan,Ketchikan,Alaska,0,2001
Alcan,Alcan,Alaska,206104,2001
Dalton Cache,Dalton Cache,Alaska,70125,2001
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2001
Calexico East,Calexico East,California,10639009,2000
Otay Mesa,Otay Mesa,California,18420942,2000
San Ysidro,San Ysidro,California,54690227,2000
Tecate,Tecate,California,4974122,2000
Calexico,Calexico,California,35221950,2000
Andrade,Andrade,California,4184302,2000
Cross Border Xpress,Cross Border Xpress,California,0,2000
Van Buren,Van Buren,Maine,980260,2000
Madawaska,Madawaska,Maine,2285814,2000
Vanceboro,Vanceboro,Maine,251706,2000
Calais,Calais,Maine,4909696,2000
Houlton,Houlton,Maine,1386161,2000
Fort Fairfield,Fort Fairfield,Maine,660032,2000
Bridgewater,Bridgewater,Maine,256463,2000
Fort Kent,Fort Kent,Maine,1064945,2000
Jackman,Jackman,Maine,1002743,2000
Limestone,Limestone,Maine,169592,2000
Eastport,Eastport,Maine,0,2000
Portland,Portland,Maine,93664,2000
Bar Harbor,Bar Harbor,Maine,0,2000
Nogales,Nogales,Arizona,21571994,2000
Naco,Naco,Arizona,1328792,2000
Sasabe,Sasabe,Arizona,125353,2000
Douglas,Douglas,Arizona,9210484,2000
Lukeville,Lukeville,Arizona,1656529,2000
San Luis,San Luis,Arizona,12562236,2000
Trout River,Trout River,New York,780706,2000
Champlain-Rouses Point,Champlain-Rouses Point,New York,5036261,2000
Massena,Massena,New York,4315099,2000
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,29126068,2000
Alexandria Bay,Alexandria Bay,New York,2973174,2000
Ogdensburg,Ogdensburg,New York,999250,2000
Cape Vincent,Cape Vincent,New York,0,2000
Pembina,Pembina,North Dakota,1444306,2000
Portal,Portal,North Dakota,638576,2000
Neche,Neche,North Dakota,160603,2000
Sarles,Sarles,North Dakota,22818,2000
Hansboro,Hansboro,North Dakota,46980,2000
Walhalla,Walhalla,North Dakota,95816,2000
Antler,Antler,North Dakota,42951,2000
Noonan,Noonan,North Dakota,94460,2000
Westhope,Westhope,North Dakota,47534,2000
Fortuna,Fortuna,North Dakota,42167,2000
Northgate,Northgate,North Dakota,66166,2000
Sherwood,Sherwood,North Dakota,45573,2000
Ambrose,Ambrose,North Dakota,18545,2000
Dunseith,Dunseith,North Dakota,278057,2000
Carbury,Carbury,North Dakota,47240,2000
Maida,Maida,North Dakota,58583,2000
St. John,St. John,North Dakota,101899,2000
Hannah,Hannah,North Dakota,23261,2000
Progreso,Progreso,Texas,5643353,2000
Roma,Roma,Texas,6621138,2000
Boquillas,Boquillas,Texas,0,2000
Rio Grande City,Rio Grande City,Texas,3202722,2000
Del Rio,Del Rio,Texas,8237190,2000
Eagle Pass,Eagle Pass,Texas,13198373,2000
Tornillo-Fabens,Tornillo-Fabens,Texas,2846531,2000
El Paso,El Paso,Texas,72553074,2000
Hidalgo,Hidalgo,Texas,34690148,2000
Brownsville,Brownsville,Texas,31421429,2000
Presidio,Presidio,Texas,2661808,2000
Laredo,Laredo,Texas,34255367,2000
Opheim,Opheim,Montana,19869,2000
Wildhorse,Wildhorse,Montana,0,2000
Scobey,Scobey,Montana,23219,2000
Raymond,Raymond,Montana,136575,2000
Del Bonita,Del Bonita,Montana,76636,2000
Turner,Turner,Montana,21935,2000
Sweetgrass,Sweetgrass,Montana,1273246,2000
Piegan,Piegan,Montana,417561,2000
Whitlash,Whitlash,Montana,4660,2000
Morgan,Morgan,Montana,26433,2000
Willow Creek,Willow Creek,Montana,0,2000
Roosville,Roosville,Montana,414017,2000
Whitetail,Whitetail,Montana,16490,2000
Lancaster,Lancaster,Minnesota,0,2000
Roseau,Roseau,Minnesota,159790,2000
Baudette,Baudette,Minnesota,733346,2000
Grand Portage,Grand Portage,Minnesota,983487,2000
Pinecreek,Pinecreek,Minnesota,23856,2000
Warroad,Warroad,Minnesota,592916,2000
International Falls-Ranier,International Falls-Ranier,Minnesota,2054617,2000
Noyes,Noyes,Minnesota,267536,2000
Derby Line,Derby Line,Vermont,2615690,2000
Beecher Falls,Beecher Falls,Vermont,316990,2000
Norton,Norton,Vermont,369440,2000
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1802784,2000
Richford,Richford,Vermont,444426,2000
Lynden,Lynden,Washington,1973749,2000
Oroville,Oroville,Washington,869090,2000
Ferry,Ferry,Washington,44773,2000
Metaline Falls,Metaline Falls,Washington,116189,2000
Blaine,Blaine,Washington,12965745,2000
Frontier,Frontier,Washington,177602,2000
Laurier,Laurier,Washington,189330,2000
Boundary,Boundary,Washington,121170,2000
Sumas,Sumas,Washington,3181544,2000
Port Angeles,Port Angeles,Washington,0,2000
Danville,Danville,Washington,212916,2000
Nighthawk,Nighthawk,Washington,23042,2000
Point Roberts,Point Roberts,Washington,2503918,2000
Anacortes,Anacortes,Washington,0,2000
Friday Harbor,Friday Harbor,Washington,0,2000
Eastport,Eastport,Idaho,517737,2000
Porthill,Porthill,Idaho,388101,2000
Sault Sainte Marie,Sault Sainte Marie,Michigan,5445877,2000
Port Huron,Port Huron,Michigan,11436138,2000
Detroit,Detroit,Michigan,34662838,2000
Algonac,Algonac,Michigan,0,2000
Santa Teresa,Santa Teresa,New Mexico,318892,2000
Columbus,Columbus,New Mexico,1995904,2000
Skagway,Skagway,Alaska,312471,2000
Ketchikan,Ketchikan,Alaska,0,2000
Alcan,Alcan,Alaska,217178,2000
Dalton Cache,Dalton Cache,Alaska,67577,2000
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,2000
Calexico East,Calexico East,California,9268961,1999
Otay Mesa,Otay Mesa,California,16622698,1999
San Ysidro,San Ysidro,California,57382892,1999
Tecate,Tecate,California,4645244,1999
Calexico,Calexico,California,35338551,1999
Andrade,Andrade,California,4077016,1999
Cross Border Xpress,Cross Border Xpress,California,0,1999
Van Buren,Van Buren,Maine,940397,1999
Madawaska,Madawaska,Maine,2345137,1999
Vanceboro,Vanceboro,Maine,176449,1999
Calais,Calais,Maine,4916806,1999
Houlton,Houlton,Maine,1564756,1999
Fort Fairfield,Fort Fairfield,Maine,739288,1999
Bridgewater,Bridgewater,Maine,346647,1999
Fort Kent,Fort Kent,Maine,1053502,1999
Jackman,Jackman,Maine,875440,1999
Limestone,Limestone,Maine,178802,1999
Eastport,Eastport,Maine,0,1999
Portland,Portland,Maine,88875,1999
Bar Harbor,Bar Harbor,Maine,0,1999
Nogales,Nogales,Arizona,20111959,1999
Naco,Naco,Arizona,1256472,1999
Sasabe,Sasabe,Arizona,133663,1999
Douglas,Douglas,Arizona,8834151,1999
Lukeville,Lukeville,Arizona,1978428,1999
San Luis,San Luis,Arizona,11995054,1999
Trout River,Trout River,New York,673955,1999
Champlain-Rouses Point,Champlain-Rouses Point,New York,5005123,1999
Massena,Massena,New York,4508180,1999
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,28648289,1999
Alexandria Bay,Alexandria Bay,New York,2950875,1999
Ogdensburg,Ogdensburg,New York,998576,1999
Cape Vincent,Cape Vincent,New York,0,1999
Pembina,Pembina,North Dakota,1388181,1999
Portal,Portal,North Dakota,610480,1999
Neche,Neche,North Dakota,167627,1999
Sarles,Sarles,North Dakota,21459,1999
Hansboro,Hansboro,North Dakota,43849,1999
Walhalla,Walhalla,North Dakota,93892,1999
Antler,Antler,North Dakota,37329,1999
Noonan,Noonan,North Dakota,101243,1999
Westhope,Westhope,North Dakota,43460,1999
Fortuna,Fortuna,North Dakota,45493,1999
Northgate,Northgate,North Dakota,68197,1999
Sherwood,Sherwood,North Dakota,50876,1999
Ambrose,Ambrose,North Dakota,22080,1999
Dunseith,Dunseith,North Dakota,274965,1999
Carbury,Carbury,North Dakota,43168,1999
Maida,Maida,North Dakota,52880,1999
St. John,St. John,North Dakota,81683,1999
Hannah,Hannah,North Dakota,23686,1999
Progreso,Progreso,Texas,5834581,1999
Roma,Roma,Texas,6598365,1999
Boquillas,Boquillas,Texas,0,1999
Rio Grande City,Rio Grande City,Texas,3348659,1999
Del Rio,Del Rio,Texas,8402515,1999
Eagle Pass,Eagle Pass,Texas,11671080,1999
Tornillo-Fabens,Tornillo-Fabens,Texas,2818901,1999
El Paso,El Paso,Texas,69579510,1999
Hidalgo,Hidalgo,Texas,41947450,1999
Brownsville,Brownsville,Texas,30875561,1999
Presidio,Presidio,Texas,2796307,1999
Laredo,Laredo,Texas,34413232,1999
Opheim,Opheim,Montana,19304,1999
Wildhorse,Wildhorse,Montana,0,1999
Scobey,Scobey,Montana,21097,1999
Raymond,Raymond,Montana,166795,1999
Del Bonita,Del Bonita,Montana,106197,1999
Turner,Turner,Montana,23448,1999
Sweetgrass,Sweetgrass,Montana,1285775,1999
Piegan,Piegan,Montana,735001,1999
Whitlash,Whitlash,Montana,1535,1999
Morgan,Morgan,Montana,23409,1999
Willow Creek,Willow Creek,Montana,0,1999
Roosville,Roosville,Montana,450817,1999
Whitetail,Whitetail,Montana,19633,1999
Lancaster,Lancaster,Minnesota,0,1999
Roseau,Roseau,Minnesota,156361,1999
Baudette,Baudette,Minnesota,705097,1999
Grand Portage,Grand Portage,Minnesota,881351,1999
Pinecreek,Pinecreek,Minnesota,22932,1999
Warroad,Warroad,Minnesota,579198,1999
International Falls-Ranier,International Falls-Ranier,Minnesota,2115079,1999
Noyes,Noyes,Minnesota,256623,1999
Derby Line,Derby Line,Vermont,2726097,1999
Beecher Falls,Beecher Falls,Vermont,339858,1999
Norton,Norton,Vermont,359448,1999
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1759570,1999
Richford,Richford,Vermont,445140,1999
